mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,spec_cent_mean,spec_cent_std,spec_bw_mean,spec_bw_std,rolloff_mean,rolloff_std,zcr_mean,zcr_std,rms_mean,rms_std,label
-298.84937,142.99393,88.27861,63.781635,-1.3965821,30.570675,38.507854,33.91597,7.4162683,21.040993,9.546166,17.35029,-3.6409488,15.987525,8.072455,12.115501,2.8061159,12.883991,8.928209,11.784738,-10.4049635,14.774901,-4.727832,10.765606,-7.2331424,11.503055,1891.097,1147.400476,1933.568671,564.5105655,3716.146223,1994.727747,0.091076312,0.090291417,0.061982587,0.052506324,German
-305.38898,146.22807,84.029305,63.724026,0.004492126,30.420675,34.24934,32.027184,1.5172182,20.614414,12.023862,15.982224,-3.9278255,16.484919,9.663932,12.4883,3.415434,14.704647,6.4985657,11.263199,-13.491446,13.28138,-3.8138044,10.387116,-7.057221,11.810778,2018.795841,1242.030899,1970.528599,551.1425044,3929.887159,2039.603128,0.109424263,0.101096085,0.060032777,0.054180317,German
-318.15353,140.70692,89.574615,64.13772,-1.4278148,33.04876,36.799862,30.732767,3.7414913,22.804901,10.36541,17.47365,-3.0294268,16.338013,7.673756,13.207441,4.26813,13.260764,6.6304774,10.618297,-12.486118,13.852172,-4.769412,10.458812,-5.988063,11.865574,1901.796547,1167.427822,1917.085623,566.2705421,3743.784257,1986.646845,0.098449895,0.093068784,0.05298762,0.047415335,German
-325.8665,151.45245,90.019295,65.22917,1.2725185,33.15552,36.46465,31.314222,4.900262,22.341465,13.981205,17.120333,0.079694316,16.449333,8.470609,13.408223,3.3734486,14.4665,5.728428,12.51965,-8.159823,15.355771,1.6760821,11.520082,-5.7591176,12.922697,1781.088669,1146.786115,1935.864814,573.6580519,3542.657075,2081.777854,0.086077928,0.086641028,0.05609506,0.053168096,German
-297.68402,138.96318,85.8117,65.04352,10.299457,32.133167,44.36534,33.37172,13.912324,22.432281,17.37037,16.658215,2.4354649,16.926664,8.367049,12.918341,4.421468,12.739244,9.034835,12.091503,-2.3197641,14.877942,2.2209644,10.585393,-5.039075,12.927505,1585.522663,1181.837669,1850.846868,584.6200267,3078.962667,2197.736138,0.068706663,0.083395895,0.08008627,0.0688258,German
-348.06995,163.56621,77.171776,67.833275,8.311332,31.213205,37.20446,31.282593,10.979004,22.689661,17.941404,15.910648,1.887217,18.549871,10.74109,11.994644,0.56877655,14.187508,9.1391945,12.544236,-2.5508373,16.777782,1.9704462,10.572979,-3.6455724,13.6356325,1745.094276,1186.773393,2076.846498,640.5841158,3687.410978,2204.015929,0.073179579,0.093653179,0.061850857,0.06281262,German
-292.13806,144.78992,81.50449,61.251232,0.14834364,30.81688,38.326096,31.86424,6.1414504,22.97432,10.6145935,16.47236,-6.2427654,16.232468,6.3305864,12.706614,-0.028254686,15.399001,6.6536794,12.099186,-7.3799415,14.216726,-1.0759181,10.514944,-4.5059857,12.340555,1910.925148,1145.913736,1970.550893,515.3724654,3789.660811,1937.345539,0.095230627,0.095307758,0.06573782,0.05941546,German
-316.21216,160.10278,84.33895,65.11777,2.0708034,32.794186,39.54197,32.027206,6.77836,23.28511,13.008825,17.179117,-5.140609,18.023403,8.410476,12.915145,0.8420486,15.878113,10.100068,12.812252,-5.771456,15.467795,-0.68108004,10.668765,-5.5092254,13.217174,1857.193232,1198.7109,1988.5924,558.1562085,3715.989328,2033.05167,0.087573216,0.09450344,0.061195582,0.054731093,German
-321.2293,153.7483,78.01553,65.293594,4.3261724,30.261702,37.870495,32.172386,6.5903935,22.793213,16.742699,15.153306,-2.2743144,16.805311,7.8328333,12.885293,2.503766,14.48756,10.498029,12.978502,-3.9001324,15.880176,1.0300859,11.215154,-2.805258,13.429374,1931.663787,1247.948638,2028.456061,528.4815518,3835.025633,2074.856965,0.095089041,0.10301003,0.058391068,0.056244947,German
-311.60806,148.22305,92.53356,68.45616,0.43827882,35.090225,39.02694,27.71682,5.4385962,23.671968,12.389221,17.335594,0.54482824,15.605694,3.7844255,13.837541,-0.9791869,16.290577,8.023849,12.74018,-8.730644,15.546403,0.062455572,11.207471,-5.486494,12.164944,1866.960373,1181.059212,1919.59269,612.0221805,3688.197165,2117.467135,0.099669625,0.094733619,0.061824933,0.05592509,German
-303.4035,143.65509,80.12437,65.269714,5.318105,28.50781,48.343758,34.8515,15.6342,22.914307,19.791014,16.510347,-0.23310421,17.320498,2.9151552,13.864544,-4.3437715,15.153258,6.5903754,12.644868,-6.586915,15.58118,3.9639158,10.761631,-0.7995961,12.921922,1948.198284,1186.505744,2054.042768,608.4152596,3996.083872,2136.295863,0.10008779,0.096733306,0.06899198,0.06168071,German
-311.12943,144.08852,100.11036,67.516266,-0.5263679,31.6181,41.915077,35.13102,6.908299,25.56395,14.710751,17.231646,-2.8622956,18.759687,6.020104,14.460435,-0.2900343,15.742407,4.780569,13.282178,-9.64015,15.474414,-0.04708432,10.021241,-1.6711714,13.079952,1789.351542,1155.596438,1870.549029,578.7827761,3496.311012,2033.414798,0.096326306,0.091611844,0.0593195,0.049223926,German
-285.63428,132.16916,98.71625,66.97605,-0.11859155,32.073788,42.602512,31.128607,9.116463,24.442087,16.937227,16.364813,-3.4197848,16.053654,3.897011,14.347146,1.8063942,14.767698,10.146954,14.145976,-9.495192,16.742023,-0.77378213,11.591395,-4.9179006,12.321567,1757.158483,1191.654646,1839.149057,555.1307428,3458.342199,2095.70984,0.091380783,0.096537881,0.07550124,0.060477767,German
-295.40298,138.29543,86.6924,66.020744,-0.93698096,32.678314,39.017937,32.613487,6.089858,24.025597,15.174581,16.211592,-6.942515,16.61299,3.403366,12.653097,0.18432876,13.354949,6.445931,12.360484,-11.4304285,15.53395,-3.3043203,10.872994,-5.92392,12.1304035,2027.420196,1224.752185,1958.623044,580.6773382,3938.078825,2116.220281,0.111022345,0.09976406,0.06466194,0.055341396,German
